       t                  x1                  x2
205.0000        2.6581432387        0.4296024301
205.5000        2.6749606791        0.4314292605
206.0000        2.6918119140        0.4332569782
206.5000        2.7086969443        0.4350855778
207.0000        2.7256157711        0.4369150544
207.5000        2.7425683951        0.4387454039
208.0000        2.7595548170        0.4405766228
208.5000        2.7765750374        0.4424087087
209.0000        2.7936290566        0.4442416598
209.5000        2.8107168748        0.4460754752
210.0000        2.8278384921        0.4479101544
210.5000        2.8449939084        0.4497456973
211.0000        2.8621831238        0.4515821040
211.5000        2.8794061380        0.4534193745
212.0000        2.8966629511        0.4552575086
212.5000        2.9139535632        0.4570965056
213.0000        2.9312779744        0.4589363643
213.5000        2.9486361850        0.4607770830
214.0000        2.9660281954        0.4626186593
214.5000        2.9834540061        0.4644610901
215.0000        3.0009136179        0.4663043721
215.5000        3.0184070314        0.4681485011
216.0000        3.0359342474        0.4699934732
216.5000        3.0534952669        0.4718392840
217.0000        3.0710900904        0.4736859294
217.5000        3.0887187189        0.4755334054
218.0000        3.1063811528        0.4773817087
218.5000        3.1240773926        0.4792308365
219.0000        3.1418074387        0.4810807870
219.5000        3.1595712912        0.4829315591
220.0000        3.1773689501        0.4847831525
220.5000        3.1952004152        0.4866355676
221.0000        3.2130656864        0.4884888053
221.5000        3.2309647634        0.4903428664
222.0000        3.2488976462        0.4921977517
222.5000        3.2668643347        0.4940534611
223.0000        3.2848648291        0.4959099937
223.5000        3.3028991297        0.4977673474
224.0000        3.3209672374        0.4996255188
224.5000        3.3390691527        0.5014845033
225.0000        3.3572048768        0.5033442956
225.5000        3.3753744105        0.5052048900
226.0000        3.3935777547        0.5070662814
226.5000        3.4118149103        0.5089284652
227.0000        3.4300858775        0.5107914385
227.5000        3.4483906568        0.5126551999
228.0000        3.4667292478        0.5145197499
228.5000        3.4851016503        0.5163850904
229.0000        3.5035078637        0.5182512243
229.5000        3.5219478877        0.5201181544
230.0000        3.5404217217        0.5219858831
230.5000        3.5589293657        0.5238544110
231.0000        3.5774708200        0.5257237368
231.5000        3.5960460851        0.5275938573
232.0000        3.6146551618        0.5294647669
232.5000        3.6332980514        0.5313364590
233.0000        3.6519747550        0.5332089266
233.5000        3.6706852736        0.5350821633
234.0000        3.6894296079        0.5369561646
234.5000        3.7082077582        0.5388309283
235.0000        3.7270197245        0.5407064548
235.5000        3.7458655064        0.5425827467
236.0000        3.7647451031        0.5444598081
236.5000        3.7836585140        0.5463376433
237.0000        3.8026057386        0.5482162558
237.5000        3.8215867765        0.5500956468
238.0000        3.8406016281        0.5519758147
238.5000        3.8596502941        0.5538567552
239.0000        3.8787327755        0.5557384618
239.5000        3.8978490735        0.5576209268
240.0000        3.9169991893        0.5595041428
240.5000        3.9361831238        0.5613881042
241.0000        3.9554008775        0.5632728079
241.5000        3.9746524503        0.5651582541
242.0000        3.9939378418        0.5670444457
242.5000        4.0132570512        0.5689313871
243.0000        4.0326100779        0.5708190833
243.5000        4.0519969213        0.5727075379
244.0000        4.0714175811        0.5745967518
244.5000        4.0908720577        0.5764867231
245.0000        4.1103603518        0.5783774466
245.5000        4.1298824646        0.5802689154
246.0000        4.1494383971        0.5821611219
246.5000        4.1690281505        0.5840540595
247.0000        4.1886517253        0.5859477242
247.5000        4.2083091217        0.5878421150
248.0000        4.2280003395        0.5897372341
248.5000        4.2477253780        0.5916330856
249.0000        4.2674842364        0.5935296739
249.5000        4.2872769143        0.5954270028
250.0000        4.3071034113        0.5973250733
250.5000        4.3269637279        0.5992238834
251.0000        4.3468578646        0.6011234285
251.5000        4.3667858225        0.6030237021
252.0000        4.3867476026        0.6049246975
252.5000        4.4067432056        0.6068264094
253.0000        4.4267726322        0.6087288347
253.5000        4.4468358822        0.6106319736
254.0000        4.4669329554        0.6125358284
254.5000        4.4870638512        0.6144404028
255.0000        4.5072285691        0.6163457003
255.5000        4.5274271087        0.6182517226
256.0000        4.5476594701        0.6201584692
256.5000        4.5679256537        0.6220659370
257.0000        4.5882256604        0.6239741209
257.5000        4.6085594908        0.6258830154
258.0000        4.6289271458        0.6277926157
258.5000        4.6493286259        0.6297029188
259.0000        4.6697639311        0.6316139239
259.5000        4.6902330613        0.6335256326
260.0000        4.7107360161        0.6354380472
260.5000        4.7312727951        0.6373511701
261.0000        4.7518433980        0.6392650027
261.5000        4.7724478250        0.6411795444
262.0000        4.7930860764        0.6430947928
262.5000        4.8137581527        0.6450107439
263.0000        4.8344640546        0.6469273935
263.5000        4.8552037827        0.6488447378
264.0000        4.8759773373        0.6507627744
264.5000        4.8967847186        0.6526815024
265.0000        4.9176259265        0.6546009228
265.5000        4.9385009606        0.6565210371
266.0000        4.9594098208        0.6584418469
266.5000        4.9803525069        0.6603633529
267.0000        5.0013290190        0.6622855545
267.5000        5.0223393574        0.6642084494
268.0000        5.0433835225        0.6661320343
268.5000        5.0644615150        0.6680563055
269.0000        5.0855733354        0.6699812596
269.5000        5.1067189840        0.6719068948
270.0000        5.1278984607        0.6738332104
270.5000        5.1491117655        0.6757602077
271.0000        5.1703588980        0.6776878883
271.5000        5.1916398580        0.6796162539
272.0000        5.2129546455        0.6815453047
272.5000        5.2343032606        0.6834750392
273.0000        5.2556857039        0.6854054544
273.5000        5.2771019759        0.6873365461
274.0000        5.2985520772        0.6892683102
274.5000        5.3200360082        0.6912007444
275.0000        5.3415537688        0.6931338485
275.5000        5.3631053589        0.6950676239
276.0000        5.3846907780        0.6970020735
276.5000        5.4063100258        0.6989371992
277.0000        5.4279631023        0.7008730012
277.5000        5.4496500079        0.7028094769
278.0000        5.4713707433        0.7047466220
278.5000        5.4931253090        0.7066844314
279.0000        5.5149137057        0.7086229016
279.5000        5.5367359334        0.7105620315
280.0000        5.5585919918        0.7125018230
280.5000        5.5804818806        0.7144422794
281.0000        5.6024055992        0.7163834037
281.5000        5.6243631477        0.7183251964
282.0000        5.6463545263        0.7202676548
282.5000        5.6683797358        0.7222107740
283.0000        5.6904387770        0.7241545484
283.5000        5.7125316503        0.7260989743
284.0000        5.7346583558        0.7280440514
284.5000        5.7568188930        0.7299897824
285.0000        5.7790132615        0.7319361715
285.5000        5.8012414609        0.7338832214
286.0000        5.8235034912        0.7358309315
286.5000        5.8457993530        0.7377792978
287.0000        5.8681290470        0.7397283143
287.5000        5.8904925741        0.7416779760
288.0000        5.9128899344        0.7436282808
288.5000        5.9353211277        0.7455792305
289.0000        5.9577861534        0.7475308293
289.5000        5.9802850111        0.7494830807
290.0000        6.0028177006        0.7514359856
290.5000        6.0253842225        0.7533895407
291.0000        6.0479845773        0.7553437402
291.5000        6.0706187660        0.7572985786
292.0000        6.0932867888        0.7592540534
292.5000        6.1159886455        0.7612101658
293.0000        6.1387243357        0.7631669198
293.5000        6.1614938588        0.7651243193
294.0000        6.1842972148        0.7670823649
294.5000        6.2071344039        0.7690410536
295.0000        6.2300054270        0.7710003797
295.5000        6.2529102848        0.7729603381
296.0000        6.2758489775        0.7749209267
296.5000        6.2988215049        0.7768821472
297.0000        6.3218278665        0.7788440034
297.5000        6.3448680618        0.7808064984
298.0000        6.3679420910        0.7827696322
298.5000        6.3910499545        0.7847334010
299.0000        6.4141916529        0.7866977994
299.5000        6.4373671868        0.7886628234
300.0000        6.4605765564        0.7906284723
