       t                  x1                  x2
143.5000        0.9162969894        0.9523739051
144.0000        0.9257617395        0.9544964226
144.5000        0.9352260065        0.9566161237
145.0000        0.9446898051        0.9587329839
145.5000        0.9541531482        0.9608469787
146.0000        0.9636160463        0.9629580846
146.5000        0.9730785073        0.9650662788
147.0000        0.9825405356        0.9671715401
147.5000        0.9920021319        0.9692738492
148.0000        1.0014632927        0.9713731885
148.5000        1.0109240095        0.9734695435
149.0000        1.0203842689        0.9755629023
149.5000        1.0298440517        0.9776532563
150.0000        1.0393033329        0.9797406007
150.5000        1.0487620815        0.9818249347
151.0000        1.0582202597        0.9839062618
151.5000        1.0676778236        0.9859845901
152.0000        1.0771347222        0.9880599327
152.5000        1.0865908983        0.9901323073
153.0000        1.0960462879        0.9922017373
153.5000        1.1055008209        0.9942682509
154.0000        1.1149544209        0.9963318816
154.5000        1.1244070061        0.9983926680
155.0000        1.1338584893        1.0004506534
155.5000        1.1433087789        1.0025058861
156.0000        1.1527577793        1.0045584183
156.5000        1.1622053920        1.0066083061
157.0000        1.1716515161        1.0086556089
157.5000        1.1810960492        1.0107003887
158.0000        1.1905388890        1.0127427096
158.5000        1.1999799337        1.0147826367
159.0000        1.2094190834        1.0168202355
159.5000        1.2188562412        1.0188555712
160.0000        1.2282868680        1.0208877144
160.5000        1.2377089310        1.0229159570
161.0000        1.2471292020        1.0249416811
161.5000        1.2565476811        1.0269648851
162.0000        1.2659643665        1.0289855693
162.5000        1.2753792548        1.0310037359
163.0000        1.2847923402        1.0330193899
163.5000        1.2942036145        1.0350325385
164.0000        1.3036130664        1.0370431925
164.5000        1.3130206817        1.0390513652
165.0000        1.3224264430        1.0410570738
165.5000        1.3318303292        1.0430603387
166.0000        1.3412323160        1.0450611839
166.5000        1.3506323757        1.0470596370
167.0000        1.3600304769        1.0490557292
167.5000        1.3694265854        1.0510494949
168.0000        1.3788206636        1.0530409720
168.5000        1.3882126714        1.0550302012
169.0000        1.3976025663        1.0570172260
169.5000        1.4069903038        1.0590020920
170.0000        1.4163758379        1.0609848469
170.5000        1.4257591218        1.0629655396
171.0000        1.4351401080        1.0649442201
171.5000        1.4445187495        1.0669209385
172.0000        1.4538949998        1.0688957449
172.5000        1.4632688139        1.0708686882
173.0000        1.4726401484        1.0728398164
173.5000        1.4820089627        1.0748091753
174.0000        1.4913752190        1.0767768082
174.5000        1.5007388827        1.0787427559
175.0000        1.5100999233        1.0807070555
175.5000        1.5194583140        1.0826697407
176.0000        1.5288140323        1.0846308414
176.5000        1.5381670603        1.0865903833
177.0000        1.5475173841        1.0885483881
177.5000        1.5568649944        1.0905048736
