       t                  x1                  x2                  v1                  v2
  0.0000        0.0044696609        0.0068807116
  0.5000        0.0045374106        0.0068807059
  1.0000        0.0046051542        0.0068806660
  1.5000        0.0046728854        0.0068805579
  2.0000        0.0047405978        0.0068803489
  2.5000        0.0048082852        0.0068800079
  3.0000        0.0048759414        0.0068795061
  3.5000        0.0049435606        0.0068788180
  4.0000        0.0050111373        0.0068779215
  4.5000        0.0050499275        0.0068367021
  5.0000        0.0051174404        0.0068345919
  5.5000        0.0051849530        0.0068324805
  6.0000        0.0052524649        0.0068303662
  6.5000        0.0053199758        0.0068282467
  7.0000        0.0053874848        0.0068261192
  7.5000        0.0054549911        0.0068239801
  8.0000        0.0055224938        0.0068218257
  8.5000        0.0055899918        0.0068196516
  9.0000        0.0056574838        0.0068174532
  9.5000        0.0057249686        0.0068152257
 10.0000        0.0057924447        0.0068129644
 10.5000        0.0058599107        0.0068106642
 11.0000        0.0059273650        0.0068083204
 11.5000        0.0059948063        0.0068059284
 12.0000        0.0060622329        0.0068034838
 12.5000        0.0061296433        0.0068009824
 13.0000        0.0061970362        0.0067984205
 13.5000        0.0062644102        0.0067957949
 14.0000        0.0063317638        0.0067931026
 14.5000        0.0063990960        0.0067903414
 15.0000        0.0064664055        0.0067875093
 15.5000        0.0065336915        0.0067846050
 16.0000        0.0065976292        0.0067780930
 16.5000        0.0066648576        0.0067749821
 17.0000        0.0067320856        0.0067718699
 17.5000        0.0067993125        0.0067687544
 18.0000        0.0068665377        0.0067656334
 18.5000        0.0069337599        0.0067625037
 19.0000        0.0070009781        0.0067593616
 19.5000        0.0070681905        0.0067562032
 20.0000        0.0071353957        0.0067530239
 20.5000        0.0072025918        0.0067498187
 21.0000        0.0072697767        0.0067465827
 21.5000        0.0073369483        0.0067433106
 22.0000        0.0074041044        0.0067399970
 22.5000        0.0074712426        0.0067366368
 23.0000        0.0075383607        0.0067332247
 23.5000        0.0076054562        0.0067297558
 24.0000        0.0076725268        0.0067262254
 24.5000        0.0077395700        0.0067226289
 25.0000        0.0078065837        0.0067189623
 25.5000        0.0078735656        0.0067152220
 26.0000        0.0079405136        0.0067114047
 26.5000        0.0080074256        0.0067075077
 27.0000        0.0080742997        0.0067035287
 27.5000        0.0081357423        0.0066949403
 28.0000        0.0082024440        0.0066905706
 28.5000        0.0082691453        0.0066862001
 29.0000        0.0083358456        0.0066818274
 29.5000        0.0084025438        0.0066774501
 30.0000        0.0084692386        0.0066730655
 30.5000        0.0085359283        0.0066686701
 31.0000        0.0086026109        0.0066642598
 31.5000        0.0086692840        0.0066598301
