       t   Mean-Field Energy       PE Difference        Total Energy                norm
 32.0000        0.1393882389        0.0000520767        0.2506516700        1.0000000007
 32.5000        0.1383649910        0.0000630697        0.2506516698        1.0000000006
 33.0000        0.1373342388        0.0000748560        0.2506516697        1.0000000006
 33.5000        0.1362961130        0.0000873453        0.2506516695        1.0000000006
 34.0000        0.1352507496        0.0001004435        0.2506516693        1.0000000005
 34.5000        0.1343123850        0.0000000081        0.2506516692        1.0000000005
 35.0000        0.1332665376        0.0000009909        0.2506516692        1.0000000005
 35.5000        0.1322125703        0.0000036334        0.2506516691        1.0000000004
 36.0000        0.1311505105        0.0000079531        0.2506516691        1.0000000004
 36.5000        0.1300804027        0.0000139519        0.2506516690        1.0000000004
 37.0000        0.1290023081        0.0000216170        0.2506516689        1.0000000004
 37.5000        0.1279163043        0.0000309209        0.2506516688        1.0000000003
 38.0000        0.1268224840        0.0000418231        0.2506516687        1.0000000003
 38.5000        0.1257209551        0.0000542701        0.2506516685        1.0000000003
 39.0000        0.1246118385        0.0000681975        0.2506516683        1.0000000003
 39.5000        0.1234952680        0.0000835305        0.2506516682        1.0000000003
 40.0000        0.1223713885        0.0001001856        0.2506516680        1.0000000003
 40.5000        0.1212403545        0.0001180724        0.2506516678        1.0000000003
 41.0000        0.1201023294        0.0001370944        0.2506516676        1.0000000003
 41.5000        0.1189574832        0.0001571510        0.2506516673        1.0000000004
 42.0000        0.1178059918        0.0001781391        0.2506516671        1.0000000004
 42.5000        0.1166480353        0.0001999543        0.2506516669        1.0000000004
 43.0000        0.1154837965        0.0002224928        0.2506516667        1.0000000004
 43.5000        0.1143134599        0.0002456524        0.2506516665        1.0000000004
 44.0000        0.1131372103        0.0002693341        0.2506516662        1.0000000004
 44.5000        0.1119552317        0.0002934435        0.2506516660        1.0000000005
 45.0000        0.1107677064        0.0003178914        0.2506516658        1.0000000005
 45.5000        0.1095748140        0.0003425954        0.2506516656        1.0000000005
 46.0000        0.1083767306        0.0003674807        0.2506516654        1.0000000005
 46.5000        0.1071736284        0.0003924806        0.2506516652        1.0000000005
 47.0000        0.1059656749        0.0004175372        0.2506516650        1.0000000006
 47.5000        0.1047530329        0.0004426022        0.2506516648        1.0000000006
 48.0000        0.1035358602        0.0004676369        0.2506516646        1.0000000006
 48.5000        0.1023143094        0.0004926127        0.2506516645        1.0000000006
 49.0000        0.1010885283        0.0005175111        0.2506516643        1.0000000006
 49.5000        0.0998586596        0.0005423237        0.2506516641        1.0000000006
 50.0000        0.0986248418        0.0005670521        0.2506516640        1.0000000007
 50.5000        0.0973872091        0.0005917077        0.2506516638        1.0000000007
 51.0000        0.0967627313        0.0000016152        0.2506516638        1.0000000007
 51.5000        0.0955392040        0.0000072755        0.2506516638        1.0000000007
 52.0000        0.0943081146        0.0000171151        0.2506516637        1.0000000007
 52.5000        0.0930695233        0.0000312299        0.2506516636        1.0000000007
 53.0000        0.0918235148        0.0000496982        0.2506516635        1.0000000007
 53.5000        0.0905701988        0.0000725811        0.2506516633        1.0000000007
 54.0000        0.0893097090        0.0000999231        0.2506516631        1.0000000007
 54.5000        0.0880422028        0.0001317539        0.2506516629        1.0000000007
 55.0000        0.0867678604        0.0001680888        0.2506516626        1.0000000007
 55.5000        0.0854868837        0.0002089309        0.2506516624        1.0000000007
 56.0000        0.0841994955        0.0002542722        0.2506516621        1.0000000007
 56.5000        0.0829059379        0.0003040953        0.2506516617        1.0000000007
 57.0000        0.0816064718        0.0003583752        0.2506516614        1.0000000007
 57.5000        0.0803013750        0.0004170812        0.2506516610        1.0000000007
 58.0000        0.0789909408        0.0004801785        0.2506516607        1.0000000007
 58.5000        0.0776754773        0.0005476306        0.2506516603        1.0000000007
 59.0000        0.0763553054        0.0006194005        0.2506516599        1.0000000006
 59.5000        0.0750307577        0.0006954534        0.2506516594        1.0000000006
 60.0000        0.0737021774        0.0007757579        0.2506516590        1.0000000006
 60.5000        0.0723699166        0.0008602884        0.2506516586        1.0000000006
 61.0000        0.0710343355        0.0009490265        0.2506516581        1.0000000006
 61.5000        0.0696958011        0.0010419629        0.2506516577        1.0000000006
 62.0000        0.0683546862        0.0011390990        0.2506516572        1.0000000006
 62.5000        0.0670113686        0.0012404485        0.2506516568        1.0000000006
 63.0000        0.0656662299        0.0013460387        0.2506516563        1.0000000006
 63.5000        0.0643196552        0.0014559120        0.2506516559        1.0000000006
 64.0000        0.0629720321        0.0015701268        0.2506516554        1.0000000006
 64.5000        0.0616237506        0.0016887590        0.2506516550        1.0000000006
 65.0000        0.0602752023        0.0018119024        0.2506516545        1.0000000006
 65.5000        0.0589267803        0.0019396699        0.2506516540        1.0000000006
 66.0000        0.0575788791        0.0020721935        0.2506516536        1.0000000006
 66.5000        0.0562318944        0.0022096256        0.2506516531        1.0000000006
 67.0000        0.0548862232        0.0023521381        0.2506516526        1.0000000006
 67.5000        0.0535422640        0.0024999235        0.2506516522        1.0000000006
 68.0000        0.0522004169        0.0026531939        0.2506516517        1.0000000006
 68.5000        0.0508610838        0.0028121810        0.2506516513        1.0000000006
 69.0000        0.0495246691        0.0029771356        0.2506516508        1.0000000006
 69.5000        0.0481915798        0.0031483262        0.2506516503        1.0000000006
 70.0000        0.0468622262        0.0033260383        0.2506516498        1.0000000006
 70.5000        0.0455370225        0.0035105729        0.2506516494        1.0000000006
 71.0000        0.0442163871        0.0037022448        0.2506516489        1.0000000006
 71.5000        0.0429007432        0.0039013804        0.2506516484        1.0000000006
 72.0000        0.0415905199        0.0041083156        0.2506516479        1.0000000006
 72.5000        0.0402861522        0.0043233930        0.2506516474        1.0000000006
 73.0000        0.0389880819        0.0045469590        0.2506516469        1.0000000006
 73.5000        0.0376967581        0.0047793601        0.2506516464        1.0000000006
 74.0000        0.0364126381        0.0050209397        0.2506516459        1.0000000006
 74.5000        0.0351361873        0.0052720336        0.2506516453        1.0000000006
 75.0000        0.0338678803        0.0055329658        0.2506516448        1.0000000006
 75.5000        0.0326082009        0.0058040437        0.2506516442        1.0000000006
 76.0000        0.0313576429        0.0060855528        0.2506516436        1.0000000006
 76.5000        0.0301167099        0.0063777522        0.2506516431        1.0000000006
 77.0000        0.0288859161        0.0066808683        0.2506516425        1.0000000006
 77.5000        0.0276657859        0.0069950897        0.2506516419        1.0000000006
 78.0000        0.0264568546        0.0073205614        0.2506516413        1.0000000006
 78.5000        0.0252596678        0.0076573794        0.2506516406        1.0000000006
 79.0000        0.0240747817        0.0080055852        0.2506516400        1.0000000006
 79.5000        0.0229027625        0.0083651608        0.2506516393        1.0000000006
 80.0000        0.0217441867        0.0087360236        0.2506516387        1.0000000006
 80.5000        0.0205996401        0.0091180224        0.2506516380        1.0000000006
 81.0000        0.0194697172        0.0095109339        0.2506516373        1.0000000006
 81.5000        0.0183550214        0.0099144594        0.2506516366        1.0000000006
 82.0000        0.0172561631        0.0103282229        0.2506516360        1.0000000006
 82.5000        0.0161737597        0.0107517697        0.2506516353        1.0000000006
 83.0000        0.0151084342        0.0111845664        0.2506516345        1.0000000006
 83.5000        0.0140608140        0.0116260013        0.2506516338        1.0000000006
 84.0000        0.0130315299        0.0120753862        0.2506516331        1.0000000006
 84.5000        0.0120212147        0.0125319593        0.2506516324        1.0000000006
 85.0000        0.0110305016        0.0127987550        0.2506516317        1.0000000006
 85.5000        0.0100600225        0.0116999875        0.2506516310        1.0000000006
 86.0000        0.0091104065        0.0106213975        0.2506516303        1.0000000006
 86.5000        0.0081822781        0.0095635714        0.2506516296        1.0000000006
 87.0000        0.0072762549        0.0085270904        0.2506516289        1.0000000006
 87.5000        0.0063929457        0.0075125282        0.2506516283        1.0000000006
 88.0000        0.0055329487        0.0065204491        0.2506516276        1.0000000006
 88.5000        0.0046968486        0.0055514060        0.2506516270        1.0000000006
 89.0000        0.0038852146        0.0046059382        0.2506516264        1.0000000006
 89.5000        0.0030985980        0.0036845692        0.2506516258        1.0000000006
 90.0000        0.0023375295        0.0027878040        0.2506516252        1.0000000006
 90.5000        0.0016025165        0.0019161270        0.2506516247        1.0000000006
 91.0000        0.0008940409        0.0010699992        0.2506516242        1.0000000006
 91.5000        0.0002125557        0.0002498553        0.2506516238        1.0000000006
 92.0000       -0.0004415171        0.0005438982        0.2506516234        1.0000000006
 92.5000       -0.0010677897        0.0013108869        0.2506516230        1.0000000006
 93.0000       -0.0016659111        0.0020507704        0.2506516227        1.0000000006
 93.5000       -0.0022355699        0.0027632452        0.2506516224        1.0000000006
 94.0000       -0.0027764971        0.0034480482        0.2506516222        1.0000000006
 94.5000       -0.0032884690        0.0041049586        0.2506516220        1.0000000006
 95.0000       -0.0037713095        0.0047338012        0.2506516219        1.0000000006
 95.5000       -0.0042248928        0.0053344488        0.2506516219        1.0000000006
 96.0000       -0.0046491463        0.0048681428        0.2506516219        1.0000000006
 96.5000       -0.0050440524        0.0043183675        0.2506516220        1.0000000006
 97.0000       -0.0054096509        0.0037967035        0.2506516222        1.0000000006
 97.5000       -0.0057460411        0.0033030824        0.2506516224        1.0000000006
 98.0000       -0.0060533838        0.0028373749        0.2506516228        1.0000000006
 98.5000       -0.0063319026        0.0023993891        0.2506516232        1.0000000006
 99.0000       -0.0065818857        0.0019888691        0.2506516236        1.0000000006
 99.5000       -0.0068036865        0.0016054937        0.2506516242        1.0000000006
100.0000       -0.0069977248        0.0012488754        0.2506516248        1.0000000006
100.5000       -0.0071644872        0.0009185597        0.2506516256        1.0000000006
101.0000       -0.0073045275        0.0006140252        0.2506516263        1.0000000006
101.5000       -0.0074184658        0.0003346833        0.2506516272        1.0000000006
102.0000       -0.0075069888        0.0000798790        0.2506516282        1.0000000006
102.5000       -0.0075708480        0.0001511081        0.2506516292        1.0000000006
103.0000       -0.0076108588        0.0003590630        0.2506516303        1.0000000006
103.5000       -0.0076278985        0.0005448326        0.2506516315        1.0000000006
104.0000       -0.0076229039        0.0007093244        0.2506516327        1.0000000006
104.5000       -0.0075968685        0.0008535030        0.2506516341        1.0000000006
105.0000       -0.0075508393        0.0009783874        0.2506516354        1.0000000006
105.5000       -0.0074859134        0.0010850471        0.2506516369        1.0000000006
106.0000       -0.0074032332        0.0011745981        0.2506516383        1.0000000006
106.5000       -0.0073039823        0.0012481981        0.2506516399        1.0000000006
107.0000       -0.0071893803        0.0013070419        0.2506516414        1.0000000006
107.5000       -0.0070606773        0.0013523553        0.2506516430        1.0000000006
108.0000       -0.0069191478        0.0013853899        0.2506516446        1.0000000006
108.5000       -0.0067660847        0.0014074162        0.2506516463        1.0000000006
109.0000       -0.0066027926        0.0014197176        0.2506516479        1.0000000006
109.5000       -0.0064305807        0.0014235830        0.2506516495        1.0000000006
110.0000       -0.0062507560        0.0014202997        0.2506516511        1.0000000006
110.5000       -0.0060646152        0.0014111462        0.2506516527        1.0000000006
111.0000       -0.0025931219        0.0018837302        0.2506516537        1.0000000006
111.5000       -0.0024206976        0.0018794641        0.2506516543        1.0000000006
112.0000       -0.0022430558        0.0018800151        0.2506516550        1.0000000006
112.5000       -0.0020607370        0.0018848585        0.2506516557        1.0000000006
113.0000       -0.0018742898        0.0018934603        0.2506516564        1.0000000006
113.5000       -0.0016842706        0.0019052789        0.2506516571        1.0000000006
114.0000       -0.0014912419        0.0019197655        0.2506516578        1.0000000006
114.5000       -0.0012957711        0.0019363655        0.2506516585        1.0000000006
115.0000       -0.0010984294        0.0019545206        0.2506516592        1.0000000006
115.5000       -0.0008997889        0.0019736703        0.2506516599        1.0000000006
116.0000       -0.0007004211        0.0019932547        0.2506516606        1.0000000006
116.5000       -0.0005008937        0.0020127165        0.2506516613        1.0000000005
117.0000       -0.0003017682        0.0020315045        0.2506516620        1.0000000005
117.5000       -0.0001035966        0.0020490763        0.2506516627        1.0000000005
118.0000        0.0000930820        0.0020649017        0.2506516634        1.0000000005
118.5000        0.0002877449        0.0020784666        0.2506516640        1.0000000005
119.0000        0.0004798896        0.0020892761        0.2506516646        1.0000000005
119.5000        0.0006690374        0.0020968591        0.2506516652        1.0000000005
120.0000        0.0008547378        0.0021007718        0.2506516657        1.0000000005
120.5000        0.0010365718        0.0021006017        0.2506516662        1.0000000005
121.0000        0.0012141565        0.0020959717        0.2506516666        1.0000000005
121.5000        0.0013871484        0.0020865439        0.2506516670        1.0000000005
122.0000        0.0015552475        0.0020720232        0.2506516673        1.0000000005
122.5000        0.0017182008        0.0020521614        0.2506516676        1.0000000005
123.0000        0.0018758053        0.0020267596        0.2506516677        1.0000000005
123.5000        0.0020279112        0.0019956722        0.2506516679        1.0000000005
124.0000        0.0026338446        0.0024182288        0.2506516679        1.0000000005
124.5000        0.0027984455        0.0023994475        0.2506516681        1.0000000005
125.0000        0.0029596019        0.0023770556        0.2506516682        1.0000000005
125.5000        0.0031172129        0.0023509562        0.2506516683        1.0000000005
126.0000        0.0032712013        0.0023210757        0.2506516684        1.0000000005
126.5000        0.0034359689        0.0023018218        0.2506516684        1.0000000005
127.0000        0.0035870280        0.0022687118        0.2506516685        1.0000000005
127.5000        0.0037346377        0.0022320059        0.2506516685        1.0000000005
128.0000        0.0038787826        0.0021916916        0.2506516685        1.0000000005
128.5000        0.0040194731        0.0021477824        0.2506516684        1.0000000005
129.0000        0.0041567472        0.0021003188        0.2506516683        1.0000000005
129.5000        0.0042906712        0.0020493699        0.2506516682        1.0000000005
130.0000        0.0044213409        0.0019950339        0.2506516681        1.0000000005
130.5000        0.0045488818        0.0019374388        0.2506516679        1.0000000005
131.0000        0.0046734498        0.0018767428        0.2506516676        1.0000000005
131.5000        0.0047952304        0.0018131335        0.2506516674        1.0000000005
132.0000        0.0049144382        0.0017468280        0.2506516670        1.0000000005
132.5000        0.0050313162        0.0016780715        0.2506516667        1.0000000005
133.0000        0.0051461338        0.0016071356        0.2506516663        1.0000000006
133.5000        0.0052591852        0.0015343168        0.2506516659        1.0000000006
134.0000        0.0053707865        0.0014599335        0.2506516655        1.0000000006
134.5000        0.0054812731        0.0013843237        0.2506516651        1.0000000006
135.0000        0.0055909965        0.0013078411        0.2506516646        1.0000000006
135.5000        0.0057003201        0.0012308517        0.2506516642        1.0000000006
136.0000        0.0058096154        0.0011537298        0.2506516637        1.0000000006
136.5000        0.0059192574        0.0010768531        0.2506516632        1.0000000006
137.0000        0.0060296201        0.0010005984        0.2506516628        1.0000000006
137.5000        0.0061410715        0.0009253366        0.2506516623        1.0000000006
138.0000        0.0062539683        0.0008514278        0.2506516619        1.0000000006
138.5000        0.0063686518        0.0007792162        0.2506516615        1.0000000006
139.0000        0.0064854418        0.0007090252        0.2506516611        1.0000000006
139.5000        0.0066046328        0.0006411525        0.2506516608        1.0000000006
140.0000        0.0067264892        0.0005758660        0.2506516605        1.0000000006
140.5000        0.0068512408        0.0005133992        0.2506516603        1.0000000006
141.0000        0.0069790800        0.0004539481        0.2506516601        1.0000000006
141.5000        0.0071101581        0.0003976677        0.2506516599        1.0000000006
142.0000        0.0072445832        0.0003446698        0.2506516599        1.0000000006
142.5000        0.0073824184        0.0002950214        0.2506516598        1.0000000006
143.0000        0.0075236814        0.0002487436        0.2506516599        1.0000000006
143.5000        0.0076683440        0.0002058122        0.2506516600        1.0000000006
144.0000        0.0078163335        0.0001661579        0.2506516601        1.0000000006
144.5000        0.0079675341        0.0001296687        0.2506516603        1.0000000006
145.0000        0.0081217902        0.0000961922        0.2506516605        1.0000000006
145.5000        0.0082789094        0.0000655397        0.2506516608        1.0000000006
146.0000        0.0084386674        0.0000374898        0.2506516611        1.0000000006
146.5000        0.0086008129        0.0000117945        0.2506516615        1.0000000006
147.0000        0.0087650736        0.0000118158        0.2506516618        1.0000000006
147.5000        0.0089311621        0.0000336254        0.2506516622        1.0000000006
148.0000        0.0090987831        0.0000539272        0.2506516626        1.0000000006
148.5000        0.0092676400        0.0000730154        0.2506516630        1.0000000006
149.0000        0.0094374419        0.0000911786        0.2506516633        1.0000000006
149.5000        0.0096079106        0.0001086929        0.2506516636        1.0000000005
150.0000        0.0097787869        0.0001258156        0.2506516639        1.0000000005
150.5000        0.0099498369        0.0001427787        0.2506516642        1.0000000005
151.0000        0.0101208577        0.0001597837        0.2506516644        1.0000000005
151.5000        0.0102916812        0.0001769969        0.2506516645        1.0000000005
152.0000        0.0104621789        0.0001945456        0.2506516647        1.0000000005
152.5000        0.0106322636        0.0002125154        0.2506516647        1.0000000005
153.0000        0.0108018917        0.0002309490        0.2506516647        1.0000000005
153.5000        0.0109710626        0.0002498454        0.2506516647        1.0000000005
154.0000        0.0111398185        0.0002691612        0.2506516646        1.0000000005
154.5000        0.0113082415        0.0002888132        0.2506516644        1.0000000005
155.0000        0.0114764505        0.0003086810        0.2506516642        1.0000000005
155.5000        0.0116445965        0.0003286125        0.2506516640        1.0000000005
156.0000        0.0119539235        0.0002073237        0.2506516639        1.0000000005
156.5000        0.0121300385        0.0002192248        0.2506516639        1.0000000005
157.0000        0.0123070807        0.0002301906        0.2506516639        1.0000000005
157.5000        0.0124850492        0.0002402203        0.2506516639        1.0000000005
158.0000        0.0126639434        0.0002493128        0.2506516639        1.0000000005
158.5000        0.0128437614        0.0002574681        0.2506516639        1.0000000005
159.0000        0.0130244992        0.0002646885        0.2506516640        1.0000000005
159.5000        0.0132061490        0.0002709801        0.2506516640        1.0000000005
160.0000        0.0133886983        0.0002763537        0.2506516640        1.0000000005
160.5000        0.0135721287        0.0002808260        0.2506516640        1.0000000005
161.0000        0.0137564154        0.0002844204        0.2506516641        1.0000000005
161.5000        0.0139415261        0.0002871673        0.2506516641        1.0000000005
162.0000        0.0141274213        0.0002891050        0.2506516642        1.0000000005
162.5000        0.0143256926        0.0002786386        0.2506516642        1.0000000005
163.0000        0.0145128470        0.0002792583        0.2506516643        1.0000000005
163.5000        0.0147004208        0.0002794297        0.2506516643        1.0000000005
164.0000        0.0148883832        0.0002791821        0.2506516643        1.0000000005
164.5000        0.0150767038        0.0002785451        0.2506516644        1.0000000005
165.0000        0.0152653516        0.0002775483        0.2506516644        1.0000000005
165.5000        0.0154542946        0.0002762227        0.2506516645        1.0000000005
166.0000        0.0156434999        0.0002746000        0.2506516645        1.0000000005
166.5000        0.0158329332        0.0002727137        0.2506516645        1.0000000005
167.0000        0.0160225585        0.0002705986        0.2506516646        1.0000000005
167.5000        0.0162123385        0.0002682912        0.2506516646        1.0000000005
168.0000        0.0164022346        0.0002658292        0.2506516647        1.0000000005
168.5000        0.0165922071        0.0002632515        0.2506516647        1.0000000005
169.0000        0.0167822156        0.0002605975        0.2506516648        1.0000000005
169.5000        0.0169722198        0.0002579071        0.2506516648        1.0000000005
170.0000        0.0171621796        0.0002552193        0.2506516649        1.0000000005
170.5000        0.0173520564        0.0002525724        0.2506516649        1.0000000005
171.0000        0.0175418131        0.0002500026        0.2506516650        1.0000000005
171.5000        0.0177314155        0.0002475437        0.2506516650        1.0000000005
172.0000        0.0179208323        0.0002452263        0.2506516650        1.0000000005
172.5000        0.0181100364        0.0002430773        0.2506516651        1.0000000005
173.0000        0.0182990048        0.0002411189        0.2506516651        1.0000000005
173.5000        0.0184877194        0.0002393690        0.2506516651        1.0000000005
174.0000        0.0186761670        0.0002378403        0.2506516651        1.0000000005
174.5000        0.0188643396        0.0002365404        0.2506516651        1.0000000005
175.0000        0.0190522343        0.0002354721        0.2506516651        1.0000000005
175.5000        0.0192398525        0.0002346333        0.2506516651        1.0000000005
176.0000        0.0194272003        0.0002340179        0.2506516651        1.0000000005
176.5000        0.0196142871        0.0002336159        0.2506516651        1.0000000005
177.0000        0.0198011255        0.0002334147        0.2506516651        1.0000000005
177.5000        0.0199877299        0.0002333994        0.2506516651        1.0000000005
178.0000        0.0201741159        0.0002335541        0.2506516650        1.0000000005
178.5000        0.0203643668        0.0002297948        0.2506516650        1.0000000005
179.0000        0.0205505435        0.0002300597        0.2506516650        1.0000000005
179.5000        0.0207364312        0.0002305642        0.2506516650        1.0000000005
180.0000        0.0209220312        0.0002313070        0.2506516650        1.0000000005
180.5000        0.0211073482        0.0002322832        0.2506516650        1.0000000005
181.0000        0.0212923897        0.0002334849        0.2506516650        1.0000000005
181.5000        0.0214771669        0.0002349009        0.2506516650        1.0000000005
182.0000        0.0216616935        0.0002365174        0.2506516650        1.0000000005
182.5000        0.0218459859        0.0002383175        0.2506516649        1.0000000005
183.0000        0.0220300628        0.0002402827        0.2506516649        1.0000000005
183.5000        0.0222139444        0.0002423924        0.2506516649        1.0000000005
184.0000        0.0223976516        0.0002446254        0.2506516649        1.0000000005
184.5000        0.0225812058        0.0002469604        0.2506516648        1.0000000005
185.0000        0.0227646277        0.0002493761        0.2506516648        1.0000000005
185.5000        0.0229479371        0.0002518527        0.2506516648        1.0000000005
186.0000        0.0231311518        0.0002543722        0.2506516648        1.0000000005
186.5000        0.0233142874        0.0002569188        0.2506516648        1.0000000005
187.0000        0.0235000675        0.0002567682        0.2506516647        1.0000000005
187.5000        0.0236829711        0.0002594406        0.2506516647        1.0000000005
188.0000        0.0238656990        0.0002622359        0.2506516647        1.0000000005
188.5000        0.0240482648        0.0002651404        0.2506516647        1.0000000005
189.0000        0.0242306855        0.0002681369        0.2506516647        1.0000000005
189.5000        0.0244129813        0.0002712048        0.2506516646        1.0000000005
190.0000        0.0245951748        0.0002743215        0.2506516646        1.0000000005
190.5000        0.0247772907        0.0002774619        0.2506516646        1.0000000005
191.0000        0.0249593543        0.0002806005        0.2506516645        1.0000000005
191.5000        0.0251435507        0.0002815515        0.2506516645        1.0000000005
192.0000        0.0253257864        0.0002844081        0.2506516645        1.0000000005
192.5000        0.0255079326        0.0002872990        0.2506516645        1.0000000005
193.0000        0.0256900049        0.0002902087        0.2506516645        1.0000000005
193.5000        0.0258720211        0.0002931187        0.2506516644        1.0000000005
194.0000        0.0260540018        0.0002960086        0.2506516644        1.0000000005
194.5000        0.0262359683        0.0002988564        0.2506516644        1.0000000005
195.0000        0.0264179429        0.0003016397        0.2506516644        1.0000000005
195.5000        0.0265999471        0.0003043366        0.2506516643        1.0000000005
196.0000        0.0267820010        0.0003069267        0.2506516643        1.0000000005
196.5000        0.0269641221        0.0003093920        0.2506516643        1.0000000005
197.0000        0.0271463248        0.0003117179        0.2506516643        1.0000000005
197.5000        0.0273286195        0.0003138935        0.2506516643        1.0000000005
198.0000        0.0275110124        0.0003159123        0.2506516643        1.0000000005
198.5000        0.0276935050        0.0003177724        0.2506516643        1.0000000005
199.0000        0.0278760943        0.0003194762        0.2506516643        1.0000000005
199.5000        0.0280587733        0.0003210306        0.2506516643        1.0000000005
200.0000        0.0282415312        0.0003224459        0.2506516643        1.0000000005
200.5000        0.0284243545        0.0003237350        0.2506516643        1.0000000005
201.0000        0.0286072279        0.0003249131        0.2506516644        1.0000000005
201.5000        0.0287901350        0.0003259961        0.2506516644        1.0000000005
202.0000        0.0289730599        0.0003269996        0.2506516644        1.0000000005
202.5000        0.0291559878        0.0003279380        0.2506516644        1.0000000005
203.0000        0.0293389060        0.0003288236        0.2506516644        1.0000000005
203.5000        0.0295218048        0.0003296660        0.2506516644        1.0000000005
204.0000        0.0297046777        0.0003304711        0.2506516644        1.0000000006
204.5000        0.0298875221        0.0003312413        0.2506516644        1.0000000006
205.0000        0.0300703387        0.0003319754        0.2506516644        1.0000000006
205.5000        0.0302531319        0.0003326690        0.2506516644        1.0000000006
206.0000        0.0304359084        0.0003333149        0.2506516644        1.0000000006
206.5000        0.0306186772        0.0003339037        0.2506516644        1.0000000006
