       t                  x1                  x2                  v1                  v2
  0.0000        0.0036498936        0.0054897207
  0.5000        0.0037176431        0.0054897131
  1.0000        0.0037853857        0.0054896606
  1.5000        0.0038531143        0.0054895193
  2.0000        0.0039208220        0.0054892474
  2.5000        0.0039885024        0.0054888073
  3.0000        0.0040561496        0.0054881660
  3.5000        0.0041237582        0.0054872965
  4.0000        0.0041913241        0.0054861783
  4.5000        0.0042588441        0.0054847983
  5.0000        0.0043263162        0.0054831508
  5.5000        0.0043937394        0.0054812374
  6.0000        0.0044611144        0.0054790672
  6.5000        0.0045284428        0.0054766557
  7.0000        0.0045957274        0.0054740247
  7.5000        0.0046629721        0.0054712009
  8.0000        0.0047301818        0.0054682154
  8.5000        0.0047973622        0.0054651018
  9.0000        0.0048645194        0.0054618960
  9.5000        0.0049316601        0.0054586338
 10.0000        0.0049719260        0.0054263467
 10.5000        0.0050394602        0.0054243177
 11.0000        0.0051069942        0.0054222876
 11.5000        0.0051745276        0.0054202546
 12.0000        0.0052420599        0.0054182165
 12.5000        0.0053095905        0.0054161706
 13.0000        0.0053771186        0.0054141136
 13.5000        0.0054446436        0.0054120418
 14.0000        0.0055121643        0.0054099513
 14.5000        0.0055796798        0.0054078382
 15.0000        0.0056471891        0.0054056982
 15.5000        0.0057146912        0.0054035273
 16.0000        0.0057821849        0.0054013217
 16.5000        0.0058496694        0.0053990779
 17.0000        0.0059171435        0.0053967925
 17.5000        0.0059846065        0.0053944628
 18.0000        0.0060520576        0.0053920865
 18.5000        0.0061194960        0.0053896618
 19.0000        0.0061869212        0.0053871875
 19.5000        0.0062543327        0.0053846628
 20.0000        0.0063217302        0.0053820876
 20.5000        0.0063891135        0.0053794623
 21.0000        0.0064564826        0.0053767876
 21.5000        0.0065238374        0.0053740647
 22.0000        0.0065911781        0.0053712952
 22.5000        0.0066585051        0.0053684810
 23.0000        0.0067258185        0.0053656240
 23.5000        0.0067931188        0.0053627263
 24.0000        0.0068604063        0.0053597902
 24.5000        0.0069276816        0.0053568177
 25.0000        0.0069949452        0.0053538110
 25.5000        0.0070621974        0.0053507719
 26.0000        0.0071294386        0.0053477021
 26.5000        0.0071966694        0.0053446031
 27.0000        0.0072638901        0.0053414762
 27.5000        0.0073311008        0.0053383221
 28.0000        0.0073983020        0.0053351415
 28.5000        0.0074654937        0.0053319347
 29.0000        0.0075326760        0.0053287019
 29.5000        0.0075998490        0.0053254428
 30.0000        0.0076670126        0.0053221569
 30.5000        0.0077341667        0.0053188438
 31.0000        0.0078013112        0.0053155026
 31.5000        0.0078684458        0.0053121324
 32.0000        0.0079355703        0.0053087325
 32.5000        0.0080026843        0.0053053018
 33.0000        0.0080697876        0.0053018394
